,Date,Location ISO Code,Location,New Cases,New Deaths,New Recovered,New Active Cases,Total Cases,Total Deaths,Total Recovered,Total Active Cases,Location Level,City or Regency,Province,Country,Continent,Island,Time Zone,Special Status,Total Regencies,Total Cities,Total Districts,Total Urban Villages,Total Rural Villages,Area (km2),Population,Population Density,Longitude,Latitude,New Cases per Million,Total Cases per Million,New Deaths per Million,Total Deaths per Million,Case Fatality Rate,Case Recovered Rate,Growth Factor of New Cases,Growth Factor of New Deaths,cases_per_100k,id
5498,8/26/2020,ID-LA,Lampung,2,0,15,-13,371,14,310,47,Province,,Lampung,Indonesia,Asia,Sumatera,UTC+07:00,,13,2.0,228,205.0,2435.0,34624,9095591,262.7,105.02143659999999,-4.916792975,0.22,40.79,0.0,1.54,3.77%,83.56%,0.5,1.0,0.4079,19
5499,8/26/2020,ID-MA,Maluku,6,1,31,-26,1748,33,1086,629,Province,,Maluku,Indonesia,Asia,Maluku,UTC+09:00,,9,2.0,118,35.0,1198.0,46914,1847097,39.37,129.57679199999998,-3.192572,3.25,946.35,0.54,17.87,1.89%,62.13%,0.09,1.0,9.4635,20
5500,8/26/2020,ID-MU,Maluku Utara,30,0,0,30,1809,61,1510,238,Province,,Maluku Utara,Indonesia,Asia,Maluku,UTC+09:00,,8,2.0,116,118.0,1063.0,31983,1307803,40.89,127.53910719999999,0.21203694899999997,22.94,1383.24,0.0,46.64,3.37%,83.47%,30.0,1.0,13.8324,21
5501,8/26/2020,ID-NB,Nusa Tenggara Barat,28,2,16,10,2641,152,1925,564,Province,,Nusa Tenggara Barat,Indonesia,Asia,Nusa Tenggara,UTC+08:00,,8,2.0,117,145.0,995.0,18572,5270247,283.77,117.5086257,-8.606998866,5.31,501.12,0.38,28.84,5.76%,72.89%,1.65,1.0,5.0112,22
5502,8/26/2020,ID-NT,Nusa Tenggara Timur,1,0,0,1,173,2,149,22,Province,,Nusa Tenggara Timur,Indonesia,Asia,Nusa Tenggara,UTC+08:00,,21,1.0,309,327.0,3026.0,48718,5411321,111.07,121.592271,-8.682205,0.18,31.97,0.0,0.37,1.16%,86.13%,1.0,1.0,0.3197,23
5503,8/26/2020,ID-PA,Papua,36,0,340,-304,3686,42,3031,613,Province,,Papua,Indonesia,Asia,Papua,UTC+09:00,Daerah Khusus,28,1.0,560,110.0,5411.0,319036,4340348,13.6,138.69603,-4.66620953,8.29,849.24,0.0,9.68,1.14%,82.23%,,1.0,8.4924,24
5504,8/26/2020,ID-PB,Papua Barat,52,2,22,28,711,11,547,153,Province,,Papua Barat,Indonesia,Asia,Papua,UTC+09:00,Daerah Khusus,12,1.0,218,95.0,1742.0,102955,1140701,11.08,132.9762624,-2.045160182,45.59,623.3,1.75,9.64,1.55%,76.93%,,,6.233,25
5505,8/26/2020,ID-RI,Riau,42,0,23,19,1361,23,858,480,Province,,Riau,Indonesia,Asia,Sumatera,UTC+07:00,,10,2.0,169,268.0,1591.0,87024,6074100,69.8,101.8051092,0.511647851,6.91,224.07,0.0,3.79,1.69%,63.04%,1.08,0.0,2.2407,26
5506,8/26/2020,ID-SR,Sulawesi Barat,2,0,4,-2,362,7,244,111,Province,,Sulawesi Barat,Indonesia,Asia,Sulawesi,UTC+08:00,,6,,69,73.0,575.0,16787,1559984,92.93,119.34501940000001,-2.461746053,1.28,232.05,0.0,4.49,1.93%,67.40%,0.29,1.0,2.3205,27
5507,8/26/2020,ID-SN,Sulawesi Selatan,62,0,110,-48,11461,350,8778,2333,Province,,Sulawesi Selatan,Indonesia,Asia,Sulawesi,UTC+08:00,,21,3.0,311,792.0,2255.0,46717,9426885,201.78,120.16205590000001,-3.731080714,6.58,1215.78,0.0,37.13,3.05%,76.59%,1.03,1.0,12.1578,28
5508,8/26/2020,ID-ST,Sulawesi Tengah,0,0,2,-2,239,8,212,19,Province,,Sulawesi Tengah,Indonesia,Asia,Sulawesi,UTC+08:00,,12,1.0,175,175.0,1842.0,61841,2955567,47.79,121.20109270000002,-1.00413668,0.0,80.86,0.0,2.71,3.35%,88.70%,1.0,1.0,0.8086,29
5509,8/26/2020,ID-SG,Sulawesi Tenggara,37,0,25,12,1402,24,946,432,Province,,Sulawesi Tenggara,Indonesia,Asia,Sulawesi,UTC+08:00,,15,2.0,219,377.0,1911.0,38068,2635461,69.23,122.070311,-4.124688793,14.04,531.98,0.0,9.11,1.71%,67.48%,0.97,1.0,5.3198,30
5510,8/26/2020,ID-SA,Sulawesi Utara,15,1,34,-20,3613,155,2519,939,Province,,Sulawesi Utara,Indonesia,Asia,Sulawesi,UTC+08:00,,11,4.0,171,332.0,1507.0,13892,2641884,190.17,124.5212396,1.259638212,5.68,1367.58,0.38,58.67,4.29%,69.72%,0.34,,13.675799999999999,31
5511,8/26/2020,ID-SB,Sumatera Barat,87,1,8,78,1823,52,1093,678,Province,,Sumatera Barat,Indonesia,Asia,Sumatera,UTC+07:00,,12,7.0,179,230.0,928.0,42013,5519245,131.37,100.46506240000001,-0.850253225,15.76,330.3,0.18,9.42,2.85%,59.96%,1.13,1.0,3.303,32
5512,8/26/2020,ID-SS,Sumatera Selatan,21,2,17,2,4223,234,2959,1030,Province,,Sumatera Selatan,Indonesia,Asia,Sumatera,UTC+07:00,,13,4.0,241,387.0,2853.0,91592,8217551,89.72,104.1694647,-3.216211808,2.56,513.9,0.24,28.48,5.54%,70.07%,0.47,0.67,5.138999999999999,33
5513,8/26/2020,ID-SU,Sumatera Utara,137,2,129,6,6437,289,3440,2708,Province,,Sumatera Utara,Indonesia,Asia,Sumatera,UTC+07:00,,25,8.0,450,693.0,5417.0,72981,14874889,203.82,99.05196442,2.191894453,9.21,432.74,0.13,19.43,4.49%,53.44%,1.02,1.0,4.3274,34
5514,8/27/2020,ID-AC,Aceh,108,0,0,108,1399,37,194,1168,Province,,Aceh,Indonesia,Asia,Sumatera,UTC+07:00,Daerah Khusus,18,5.0,289,,6497.0,57956,5247257,90.54,96.91052174,4.225614628,20.58,266.62,0.0,7.05,2.64%,13.87%,3.6,1.0,2.6662,1
5515,8/27/2020,ID-BA,Bali,82,2,74,6,4808,58,4189,561,Province,,Bali,Indonesia,Asia,Nusa Tenggara,UTC+08:00,,8,1.0,57,80.0,636.0,5780,4216171,729.43,115.1317136,-8.369471687999999,19.45,1140.37,0.47,13.76,1.21%,87.13%,1.08,1.0,11.403699999999999,2
5516,8/27/2020,ID-BT,Banten,59,0,21,38,2727,104,1865,758,Province,,Banten,Indonesia,Asia,Jawa,UTC+07:00,,4,4.0,155,313.0,1238.0,9663,10722374,1109.64,106.10900430000001,-6.4567363879999995,5.5,254.33,0.0,9.7,3.81%,68.39%,2.03,0.0,2.5433000000000003,3
5517,8/27/2020,ID-BE,Bengkulu,2,1,0,1,305,25,171,109,Province,,Bengkulu,Indonesia,Asia,Sumatera,UTC+07:00,,9,1.0,129,172.0,1341.0,19919,1999539,100.38,102.3384213,-3.533583627,1.0,152.54,0.5,12.5,8.20%,56.07%,0.67,,1.5253999999999999,4
5518,8/27/2020,ID-JK,Dki Jakarta,760,11,1539,-790,36211,1155,28424,6632,Province,,Dki Jakarta,Indonesia,Asia,Jawa,UTC+07:00,Daerah Khusus Ibu Kota,1,5.0,44,267.0,,664,10846145,16334.31,106.8361183,-6.204698991,70.07,3338.61,1.01,106.49,3.19%,78.50%,1.07,1.57,33.3861,6
5519,8/27/2020,ID-YO,Daerah Istimewa Yogyakarta,42,0,31,11,1306,36,923,347,Province,,Daerah Istimewa Yogyakarta,Indonesia,Asia,Jawa,UTC+07:00,Daerah Istimewa,4,1.0,78,46.0,392.0,3133,3631015,1158.9,110.4448783,-7.89450185,11.57,359.68,0.0,9.91,2.76%,70.67%,2.63,0.0,3.5968,5
5520,8/27/2020,ID-GO,Gorontalo,53,0,11,42,2023,50,1603,370,Province,,Gorontalo,Indonesia,Asia,Sulawesi,UTC+08:00,,5,1.0,77,72.0,657.0,11257,1180651,104.88,122.3760581,0.687002604,44.89,1713.46,0.0,42.35,2.47%,79.24%,,1.0,17.1346,7
5521,8/27/2020,IDN,Indonesia,2719,120,3166,-567,162884,7064,118575,37245,Country,,,Indonesia,Asia,,,,416,98.0,7230,8488.0,74953.0,1916907,265185520,138.34,113.921327,-0.789275,10.25,614.23,0.45,26.64,4.34%,72.80%,1.18,1.4,6.1423000000000005,0
5522,8/27/2020,ID-JA,Jambi,7,0,0,7,296,5,138,153,Province,,Jambi,Indonesia,Asia,Sumatera,UTC+07:00,,9,2.0,141,163.0,1399.0,50058,3493357,69.79,102.72364040000001,-1.69769766,2.0,84.73,0.0,1.43,1.69%,46.62%,0.88,1.0,0.8473,8
5523,8/27/2020,ID-JB,Jawa Barat,153,0,89,64,9938,260,5937,3741,Province,,Jawa Barat,Indonesia,Asia,Jawa,UTC+07:00,,18,9.0,627,645.0,5312.0,35378,45161325,1276.55,107.6037083,-6.920432083,3.39,220.06,0.0,5.76,2.62%,59.74%,0.87,1.0,2.2006,9
5524,8/27/2020,ID-JT,Jawa Tengah,251,33,217,1,13234,943,8612,3679,Province,,Jawa Tengah,Indonesia,Asia,Jawa,UTC+07:00,,29,6.0,576,753.0,7809.0,32801,36364072,1108.64,110.2011149,-7.259097177,6.9,363.93,0.91,25.93,7.13%,65.07%,1.7,1.1,3.6393,10
5525,8/27/2020,ID-JI,Jawa Timur,367,30,345,-8,31694,2282,25026,4386,Province,,Jawa Timur,Indonesia,Asia,Jawa,UTC+07:00,,29,9.0,666,777.0,7724.0,47803,40479023,846.78,112.73294140000002,-7.723345579,9.07,782.97,0.74,56.37,7.20%,78.96%,1.11,0.97,7.8297,11
5526,8/27/2020,ID-KB,Kalimantan Barat,6,0,41,-35,611,4,509,98,Province,,Kalimantan Barat,Indonesia,Asia,Kalimantan,UTC+07:00,,12,2.0,174,99.0,2031.0,147307,5422814,36.81,111.12117759999998,-0.08647457199999999,1.11,112.67,0.0,0.74,0.65%,83.31%,,1.0,1.1267,12
5527,8/27/2020,ID-KS,Kalimantan Selatan,39,2,184,-147,8013,343,5819,1851,Province,,Kalimantan Selatan,Indonesia,Asia,Kalimantan,UTC+08:00,,11,2.0,153,144.0,1864.0,38744,4023049,103.84,115.4385783,-2.9935949789999996,9.69,1991.77,0.5,85.26,4.28%,72.62%,0.72,1.0,19.9177,13
5528,8/27/2020,ID-KT,Kalimantan Tengah,18,1,24,-7,2464,106,1904,454,Province,,Kalimantan Tengah,Indonesia,Asia,Kalimantan,UTC+07:00,,13,1.0,136,139.0,1432.0,153565,2570289,16.74,113.41765359999998,-1.602484653,7.0,958.65,0.39,41.24,4.30%,77.27%,2.25,,9.5865,14
5529,8/27/2020,ID-KI,Kalimantan Timur,206,9,52,145,3626,144,2218,1264,Province,,Kalimantan Timur,Indonesia,Asia,Kalimantan,UTC+08:00,,7,3.0,103,197.0,841.0,129067,3552191,27.52,116.4684405,0.45385803,57.99,1020.78,2.53,40.54,3.97%,61.17%,1.54,4.5,10.207799999999999,15
5530,8/27/2020,ID-KU,Kalimantan Utara,0,0,2,-2,361,2,320,39,Province,,Kalimantan Utara,Indonesia,Asia,Kalimantan,UTC+08:00,,4,1.0,53,35.0,447.0,75468,648407,8.59,116.2188791,2.8910126210000002,0.0,556.75,0.0,3.08,0.55%,88.64%,0.0,1.0,5.5675,16
5531,8/27/2020,ID-BB,Kepulauan Bangka Belitung,0,0,0,0,235,2,212,21,Province,,Kepulauan Bangka Belitung,Indonesia,Asia,Sumatera,UTC+07:00,,6,1.0,47,82.0,309.0,16424,1379767,84.01,106.5499324,-2.447444127,0.0,170.32,0.0,1.45,0.85%,90.21%,0.0,1.0,1.7031999999999998,17
5532,8/27/2020,ID-KR,Kepulauan Riau,50,3,6,41,826,39,633,154,Province,,Kepulauan Riau,Indonesia,Asia,Sumatera,UTC+07:00,,5,2.0,75,142.0,275.0,8202,1929400,235.24,108.261746,3.916346,25.91,428.11,1.55,20.21,4.72%,76.63%,7.14,,4.2811,18
5533,8/27/2020,ID-LA,Lampung,5,0,11,-6,376,14,321,41,Province,,Lampung,Indonesia,Asia,Sumatera,UTC+07:00,,13,2.0,228,205.0,2435.0,34624,9095591,262.7,105.02143659999999,-4.916792975,0.55,41.34,0.0,1.54,3.72%,85.37%,2.5,1.0,0.41340000000000005,19
5534,8/27/2020,ID-MA,Maluku,33,0,16,17,1781,33,1102,646,Province,,Maluku,Indonesia,Asia,Maluku,UTC+09:00,,9,2.0,118,35.0,1198.0,46914,1847097,39.37,129.57679199999998,-3.192572,17.87,964.22,0.0,17.87,1.85%,61.88%,5.5,0.0,9.6422,20
5535,8/27/2020,ID-MU,Maluku Utara,16,2,53,-39,1825,63,1563,199,Province,,Maluku Utara,Indonesia,Asia,Maluku,UTC+09:00,,8,2.0,116,118.0,1063.0,31983,1307803,40.89,127.53910719999999,0.21203694899999997,12.23,1395.47,1.53,48.17,3.45%,85.64%,0.53,,13.9547,21
5536,8/27/2020,ID-NB,Nusa Tenggara Barat,21,3,21,-3,2662,155,1946,561,Province,,Nusa Tenggara Barat,Indonesia,Asia,Nusa Tenggara,UTC+08:00,,8,2.0,117,145.0,995.0,18572,5270247,283.77,117.5086257,-8.606998866,3.98,505.1,0.57,29.41,5.82%,73.10%,0.75,1.5,5.051,22
5537,8/27/2020,ID-NT,Nusa Tenggara Timur,1,0,6,-5,174,2,155,17,Province,,Nusa Tenggara Timur,Indonesia,Asia,Nusa Tenggara,UTC+08:00,,21,1.0,309,327.0,3026.0,48718,5411321,111.07,121.592271,-8.682205,0.18,32.15,0.0,0.37,1.15%,89.08%,1.0,1.0,0.3215,23
5538,8/27/2020,ID-PA,Papua,23,0,12,11,3709,42,3043,624,Province,,Papua,Indonesia,Asia,Papua,UTC+09:00,Daerah Khusus,28,1.0,560,110.0,5411.0,319036,4340348,13.6,138.69603,-4.66620953,5.3,854.54,0.0,9.68,1.13%,82.04%,0.64,1.0,8.545399999999999,24
5539,8/27/2020,ID-PB,Papua Barat,9,1,9,-1,720,12,556,152,Province,,Papua Barat,Indonesia,Asia,Papua,UTC+09:00,Daerah Khusus,12,1.0,218,95.0,1742.0,102955,1140701,11.08,132.9762624,-2.045160182,7.89,631.19,0.88,10.52,1.67%,77.22%,0.17,0.5,6.3119000000000005,25
5540,8/27/2020,ID-RI,Riau,99,3,17,79,1460,26,875,559,Province,,Riau,Indonesia,Asia,Sumatera,UTC+07:00,,10,2.0,169,268.0,1591.0,87024,6074100,69.8,101.8051092,0.511647851,16.3,240.36,0.49,4.28,1.78%,59.93%,2.36,,2.4036,26
5541,8/27/2020,ID-SR,Sulawesi Barat,6,0,4,2,368,7,248,113,Province,,Sulawesi Barat,Indonesia,Asia,Sulawesi,UTC+08:00,,6,,69,73.0,575.0,16787,1559984,92.93,119.34501940000001,-2.461746053,3.85,235.9,0.0,4.49,1.90%,67.39%,3.0,1.0,2.359,27
5542,8/27/2020,ID-SN,Sulawesi Selatan,34,6,91,-63,11495,356,8869,2270,Province,,Sulawesi Selatan,Indonesia,Asia,Sulawesi,UTC+08:00,,21,3.0,311,792.0,2255.0,46717,9426885,201.78,120.16205590000001,-3.731080714,3.61,1219.38,0.64,37.76,3.10%,77.16%,0.55,,12.193800000000001,28
5543,8/27/2020,ID-ST,Sulawesi Tengah,0,0,1,-1,239,8,213,18,Province,,Sulawesi Tengah,Indonesia,Asia,Sulawesi,UTC+08:00,,12,1.0,175,175.0,1842.0,61841,2955567,47.79,121.20109270000002,-1.00413668,0.0,80.86,0.0,2.71,3.35%,89.12%,1.0,1.0,0.8086,29
5544,8/27/2020,ID-SG,Sulawesi Tenggara,48,1,45,2,1450,25,991,434,Province,,Sulawesi Tenggara,Indonesia,Asia,Sulawesi,UTC+08:00,,15,2.0,219,377.0,1911.0,38068,2635461,69.23,122.070311,-4.124688793,18.21,550.19,0.38,9.49,1.72%,68.34%,1.3,,5.501900000000001,30
5545,8/27/2020,ID-SA,Sulawesi Utara,38,0,20,18,3651,155,2539,957,Province,,Sulawesi Utara,Indonesia,Asia,Sulawesi,UTC+08:00,,11,4.0,171,332.0,1507.0,13892,2641884,190.17,124.5212396,1.259638212,14.38,1381.97,0.0,58.67,4.25%,69.54%,2.53,0.0,13.819700000000001,31
5546,8/27/2020,ID-SB,Sumatera Barat,41,2,55,-16,1864,54,1148,662,Province,,Sumatera Barat,Indonesia,Asia,Sumatera,UTC+07:00,,12,7.0,179,230.0,928.0,42013,5519245,131.37,100.46506240000001,-0.850253225,7.43,337.73,0.36,9.78,2.90%,61.59%,0.47,2.0,3.3773,32
5547,8/27/2020,ID-SS,Sumatera Selatan,25,3,59,-37,4248,237,3018,993,Province,,Sumatera Selatan,Indonesia,Asia,Sumatera,UTC+07:00,,13,4.0,241,387.0,2853.0,91592,8217551,89.72,104.1694647,-3.216211808,3.04,516.94,0.37,28.84,5.58%,71.05%,1.19,1.5,5.1694,33
5548,8/27/2020,ID-SU,Sumatera Utara,104,6,117,-19,6541,295,3557,2689,Province,,Sumatera Utara,Indonesia,Asia,Sumatera,UTC+07:00,,25,8.0,450,693.0,5417.0,72981,14874889,203.82,99.05196442,2.191894453,6.99,439.73,0.4,19.83,4.51%,54.38%,0.76,3.0,4.3973,34
5549,8/28/2020,ID-AC,Aceh,50,11,0,39,1449,48,194,1207,Province,,Aceh,Indonesia,Asia,Sumatera,UTC+07:00,Daerah Khusus,18,5.0,289,,6497.0,57956,5247257,90.54,96.91052174,4.225614628,9.53,276.14,2.1,9.15,3.31%,13.39%,0.46,,2.7614,1
5550,8/28/2020,ID-BA,Bali,93,2,71,20,4901,60,4260,581,Province,,Bali,Indonesia,Asia,Nusa Tenggara,UTC+08:00,,8,1.0,57,80.0,636.0,5780,4216171,729.43,115.1317136,-8.369471687999999,22.06,1162.43,0.47,14.23,1.22%,86.92%,1.13,1.0,11.6243,2
5551,8/28/2020,ID-BT,Banten,42,0,16,26,2769,104,1881,784,Province,,Banten,Indonesia,Asia,Jawa,UTC+07:00,,4,4.0,155,313.0,1238.0,9663,10722374,1109.64,106.10900430000001,-6.4567363879999995,3.92,258.25,0.0,9.7,3.76%,67.93%,0.71,1.0,2.5825,3
5552,8/28/2020,ID-BE,Bengkulu,24,0,2,22,329,25,173,131,Province,,Bengkulu,Indonesia,Asia,Sumatera,UTC+07:00,,9,1.0,129,172.0,1341.0,19919,1999539,100.38,102.3384213,-3.533583627,12.0,164.54,0.0,12.5,7.60%,52.58%,12.0,0.0,1.6454,4
5553,8/28/2020,ID-JK,Dki Jakarta,869,10,880,-21,37080,1165,29304,6611,Province,,Dki Jakarta,Indonesia,Asia,Jawa,UTC+07:00,Daerah Khusus Ibu Kota,1,5.0,44,267.0,,664,10846145,16334.31,106.8361183,-6.204698991,80.12,3418.73,0.92,107.41,3.14%,79.03%,1.14,0.91,34.1873,6
5554,8/28/2020,ID-YO,Daerah Istimewa Yogyakarta,20,0,24,-4,1326,36,947,343,Province,,Daerah Istimewa Yogyakarta,Indonesia,Asia,Jawa,UTC+07:00,Daerah Istimewa,4,1.0,78,46.0,392.0,3133,3631015,1158.9,110.4448783,-7.89450185,5.51,365.19,0.0,9.91,2.71%,71.42%,0.48,1.0,3.6519,5
5555,8/28/2020,ID-GO,Gorontalo,12,1,151,-140,2035,51,1754,230,Province,,Gorontalo,Indonesia,Asia,Sulawesi,UTC+08:00,,5,1.0,77,72.0,657.0,11257,1180651,104.88,122.3760581,0.687002604,10.16,1723.63,0.85,43.2,2.51%,86.19%,0.23,,17.2363,7
5556,8/28/2020,IDN,Indonesia,3003,105,2325,573,165887,7169,120900,37818,Country,,,Indonesia,Asia,,,,416,98.0,7230,8488.0,74953.0,1916907,265185520,138.34,113.921327,-0.789275,11.32,625.55,0.4,27.03,4.32%,72.88%,1.1,0.88,6.2555,0
5557,8/28/2020,ID-JA,Jambi,6,0,6,0,302,5,144,153,Province,,Jambi,Indonesia,Asia,Sumatera,UTC+07:00,,9,2.0,141,163.0,1399.0,50058,3493357,69.79,102.72364040000001,-1.69769766,1.72,86.45,0.0,1.43,1.66%,47.68%,0.86,1.0,0.8645,8
5558,8/28/2020,ID-JB,Jawa Barat,557,2,64,491,10495,262,6001,4232,Province,,Jawa Barat,Indonesia,Asia,Jawa,UTC+07:00,,18,9.0,627,645.0,5312.0,35378,45161325,1276.55,107.6037083,-6.920432083,12.33,232.39,0.04,5.8,2.50%,57.18%,3.64,,2.3239,9
5559,8/28/2020,ID-JT,Jawa Tengah,241,28,119,94,13475,971,8731,3773,Province,,Jawa Tengah,Indonesia,Asia,Jawa,UTC+07:00,,29,6.0,576,753.0,7809.0,32801,36364072,1108.64,110.2011149,-7.259097177,6.63,370.56,0.77,26.7,7.21%,64.79%,0.96,0.85,3.7056,10
5560,8/28/2020,ID-JI,Jawa Timur,417,20,236,161,32111,2302,25262,4547,Province,,Jawa Timur,Indonesia,Asia,Jawa,UTC+07:00,,29,9.0,666,777.0,7724.0,47803,40479023,846.78,112.73294140000002,-7.723345579,10.3,793.28,0.49,56.87,7.17%,78.67%,1.14,0.67,7.932799999999999,11
5561,8/28/2020,ID-KB,Kalimantan Barat,0,0,0,0,611,4,509,98,Province,,Kalimantan Barat,Indonesia,Asia,Kalimantan,UTC+07:00,,12,2.0,174,99.0,2031.0,147307,5422814,36.81,111.12117759999998,-0.08647457199999999,0.0,112.67,0.0,0.74,0.65%,83.31%,0.0,1.0,1.1267,12
5562,8/28/2020,ID-KS,Kalimantan Selatan,68,5,180,-117,8081,348,5999,1734,Province,,Kalimantan Selatan,Indonesia,Asia,Kalimantan,UTC+08:00,,11,2.0,153,144.0,1864.0,38744,4023049,103.84,115.4385783,-2.9935949789999996,16.9,2008.68,1.24,86.5,4.31%,74.24%,1.74,2.5,20.0868,13
5563,8/28/2020,ID-KT,Kalimantan Tengah,0,0,0,0,2464,106,1904,454,Province,,Kalimantan Tengah,Indonesia,Asia,Kalimantan,UTC+07:00,,13,1.0,136,139.0,1432.0,153565,2570289,16.74,113.41765359999998,-1.602484653,0.0,958.65,0.0,41.24,4.30%,77.27%,0.0,0.0,9.5865,14
5564,8/28/2020,ID-KI,Kalimantan Timur,97,3,44,50,3723,147,2262,1314,Province,,Kalimantan Timur,Indonesia,Asia,Kalimantan,UTC+08:00,,7,3.0,103,197.0,841.0,129067,3552191,27.52,116.4684405,0.45385803,27.31,1048.09,0.84,41.38,3.95%,60.76%,0.47,0.33,10.480899999999998,15
5565,8/28/2020,ID-KU,Kalimantan Utara,12,0,3,9,373,2,323,48,Province,,Kalimantan Utara,Indonesia,Asia,Kalimantan,UTC+08:00,,4,1.0,53,35.0,447.0,75468,648407,8.59,116.2188791,2.8910126210000002,18.51,575.26,0.0,3.08,0.54%,86.60%,,1.0,5.7526,16
5566,8/28/2020,ID-BB,Kepulauan Bangka Belitung,0,0,2,-2,235,2,214,19,Province,,Kepulauan Bangka Belitung,Indonesia,Asia,Sumatera,UTC+07:00,,6,1.0,47,82.0,309.0,16424,1379767,84.01,106.5499324,-2.447444127,0.0,170.32,0.0,1.45,0.85%,91.06%,1.0,1.0,1.7031999999999998,17
5567,8/28/2020,ID-KR,Kepulauan Riau,41,0,6,35,867,39,639,189,Province,,Kepulauan Riau,Indonesia,Asia,Sumatera,UTC+07:00,,5,2.0,75,142.0,275.0,8202,1929400,235.24,108.261746,3.916346,21.25,449.36,0.0,20.21,4.50%,73.70%,0.82,0.0,4.4936,18
5568,8/28/2020,ID-LA,Lampung,2,0,0,2,378,14,321,43,Province,,Lampung,Indonesia,Asia,Sumatera,UTC+07:00,,13,2.0,228,205.0,2435.0,34624,9095591,262.7,105.02143659999999,-4.916792975,0.22,41.56,0.0,1.54,3.70%,84.92%,0.4,1.0,0.4156,19
5569,8/28/2020,ID-MA,Maluku,4,0,1,3,1785,33,1103,649,Province,,Maluku,Indonesia,Asia,Maluku,UTC+09:00,,9,2.0,118,35.0,1198.0,46914,1847097,39.37,129.57679199999998,-3.192572,2.17,966.38,0.0,17.87,1.85%,61.79%,0.12,1.0,9.6638,20
5570,8/28/2020,ID-MU,Maluku Utara,15,2,0,13,1840,65,1563,212,Province,,Maluku Utara,Indonesia,Asia,Maluku,UTC+09:00,,8,2.0,116,118.0,1063.0,31983,1307803,40.89,127.53910719999999,0.21203694899999997,11.47,1406.94,1.53,49.7,3.53%,84.95%,0.94,1.0,14.0694,21
5571,8/28/2020,ID-NB,Nusa Tenggara Barat,23,1,27,-5,2685,156,1973,556,Province,,Nusa Tenggara Barat,Indonesia,Asia,Nusa Tenggara,UTC+08:00,,8,2.0,117,145.0,995.0,18572,5270247,283.77,117.5086257,-8.606998866,4.36,509.46,0.19,29.6,5.81%,73.48%,1.1,0.33,5.0946,22
5572,8/28/2020,ID-NT,Nusa Tenggara Timur,2,0,1,1,176,2,156,18,Province,,Nusa Tenggara Timur,Indonesia,Asia,Nusa Tenggara,UTC+08:00,,21,1.0,309,327.0,3026.0,48718,5411321,111.07,121.592271,-8.682205,0.37,32.52,0.0,0.37,1.14%,88.64%,2.0,1.0,0.32520000000000004,23
5573,8/28/2020,ID-PA,Papua,26,0,53,-27,3735,42,3096,597,Province,,Papua,Indonesia,Asia,Papua,UTC+09:00,Daerah Khusus,28,1.0,560,110.0,5411.0,319036,4340348,13.6,138.69603,-4.66620953,5.99,860.53,0.0,9.68,1.12%,82.89%,1.13,1.0,8.6053,24
5574,8/28/2020,ID-PB,Papua Barat,6,0,7,-1,726,12,563,151,Province,,Papua Barat,Indonesia,Asia,Papua,UTC+09:00,Daerah Khusus,12,1.0,218,95.0,1742.0,102955,1140701,11.08,132.9762624,-2.045160182,5.26,636.45,0.0,10.52,1.65%,77.55%,0.67,0.0,6.3645000000000005,25
5575,8/28/2020,ID-RI,Riau,66,5,43,18,1526,31,918,577,Province,,Riau,Indonesia,Asia,Sumatera,UTC+07:00,,10,2.0,169,268.0,1591.0,87024,6074100,69.8,101.8051092,0.511647851,10.87,251.23,0.82,5.1,2.03%,60.16%,0.67,1.67,2.5122999999999998,26
5576,8/28/2020,ID-SR,Sulawesi Barat,16,0,13,3,384,7,261,116,Province,,Sulawesi Barat,Indonesia,Asia,Sulawesi,UTC+08:00,,6,,69,73.0,575.0,16787,1559984,92.93,119.34501940000001,-2.461746053,10.26,246.16,0.0,4.49,1.82%,67.97%,2.67,1.0,2.4616,27
5577,8/28/2020,ID-SN,Sulawesi Selatan,89,2,106,-19,11584,358,8975,2251,Province,,Sulawesi Selatan,Indonesia,Asia,Sulawesi,UTC+08:00,,21,3.0,311,792.0,2255.0,46717,9426885,201.78,120.16205590000001,-3.731080714,9.44,1228.83,0.21,37.98,3.09%,77.48%,2.62,0.33,12.2883,28
5578,8/28/2020,ID-ST,Sulawesi Tengah,1,0,5,-4,240,8,218,14,Province,,Sulawesi Tengah,Indonesia,Asia,Sulawesi,UTC+08:00,,12,1.0,175,175.0,1842.0,61841,2955567,47.79,121.20109270000002,-1.00413668,0.34,81.2,0.0,2.71,3.33%,90.83%,,1.0,0.812,29
5579,8/28/2020,ID-SG,Sulawesi Tenggara,49,1,17,31,1499,26,1008,465,Province,,Sulawesi Tenggara,Indonesia,Asia,Sulawesi,UTC+08:00,,15,2.0,219,377.0,1911.0,38068,2635461,69.23,122.070311,-4.124688793,18.59,568.78,0.38,9.87,1.73%,67.24%,1.02,1.0,5.687799999999999,30
5580,8/28/2020,ID-SA,Sulawesi Utara,34,0,62,-28,3685,155,2601,929,Province,,Sulawesi Utara,Indonesia,Asia,Sulawesi,UTC+08:00,,11,4.0,171,332.0,1507.0,13892,2641884,190.17,124.5212396,1.259638212,12.87,1394.84,0.0,58.67,4.21%,70.58%,0.89,1.0,13.9484,31
