,Date,Location ISO Code,Location,New Cases,New Deaths,New Recovered,New Active Cases,Total Cases,Total Deaths,Total Recovered,Total Active Cases,Location Level,City or Regency,Province,Country,Continent,Island,Time Zone,Special Status,Total Regencies,Total Cities,Total Districts,Total Urban Villages,Total Rural Villages,Area (km2),Population,Population Density,Longitude,Latitude,New Cases per Million,Total Cases per Million,New Deaths per Million,Total Deaths per Million,Case Fatality Rate,Case Recovered Rate,Growth Factor of New Cases,Growth Factor of New Deaths,cases_per_100k,id
2669,6/6/2020,ID-PB,Papua Barat,3,0,0,3,178,2,75,101,Province,,Papua Barat,Indonesia,Asia,Papua,UTC+09:00,Daerah Khusus,12,1.0,218,95.0,1742.0,102955,1140701,11.08,132.9762624,-2.045160182,2.63,156.04,0.0,1.75,1.12%,42.13%,1.5,1.0,1.5604,25
2670,6/6/2020,ID-RI,Riau,1,0,0,1,120,7,105,8,Province,,Riau,Indonesia,Asia,Sumatera,UTC+07:00,,10,2.0,169,268.0,1591.0,87024,6074100,69.8,101.8051092,0.511647851,0.16,19.76,0.0,1.15,5.83%,87.50%,,1.0,0.19760000000000003,26
2671,6/6/2020,ID-SR,Sulawesi Barat,0,0,8,-8,92,2,58,32,Province,,Sulawesi Barat,Indonesia,Asia,Sulawesi,UTC+08:00,,6,,69,73.0,575.0,16787,1559984,92.93,119.34501940000001,-2.461746053,0.0,58.97,0.0,1.28,2.17%,63.04%,1.0,1.0,0.5897,27
2672,6/6/2020,ID-SN,Sulawesi Selatan,65,0,0,65,1831,91,674,1066,Province,,Sulawesi Selatan,Indonesia,Asia,Sulawesi,UTC+08:00,,21,3.0,311,792.0,2255.0,46717,9426885,201.78,120.16205590000001,-3.731080714,6.9,194.23,0.0,9.65,4.97%,36.81%,1.23,0.0,1.9423,28
2673,6/6/2020,ID-ST,Sulawesi Tengah,3,0,9,-6,139,4,87,48,Province,,Sulawesi Tengah,Indonesia,Asia,Sulawesi,UTC+08:00,,12,1.0,175,175.0,1842.0,61841,2955567,47.79,121.20109270000002,-1.00413668,1.02,47.03,0.0,1.35,2.88%,62.59%,0.43,1.0,0.4703,29
2674,6/6/2020,ID-SG,Sulawesi Tenggara,0,0,3,-3,257,5,144,108,Province,,Sulawesi Tenggara,Indonesia,Asia,Sulawesi,UTC+08:00,,15,2.0,219,377.0,1911.0,38068,2635461,69.23,122.070311,-4.124688793,0.0,97.52,0.0,1.9,1.95%,56.03%,0.0,1.0,0.9752,30
2675,6/6/2020,ID-SA,Sulawesi Utara,79,1,0,78,470,46,62,362,Province,,Sulawesi Utara,Indonesia,Asia,Sulawesi,UTC+08:00,,11,4.0,171,332.0,1507.0,13892,2641884,190.17,124.5212396,1.259638212,29.9,177.9,0.38,17.41,9.79%,13.19%,7.9,1.0,1.7790000000000001,31
2676,6/6/2020,ID-SB,Sumatera Barat,11,0,3,8,618,28,344,246,Province,,Sumatera Barat,Indonesia,Asia,Sumatera,UTC+07:00,,12,7.0,179,230.0,928.0,42013,5519245,131.37,100.46506240000001,-0.850253225,1.99,111.97,0.0,5.07,4.53%,55.66%,0.85,0.0,1.1197,32
2677,6/6/2020,ID-SS,Sumatera Selatan,28,1,14,13,1101,44,296,761,Province,,Sumatera Selatan,Indonesia,Asia,Sumatera,UTC+07:00,,13,4.0,241,387.0,2853.0,91592,8217551,89.72,104.1694647,-3.216211808,3.41,133.98,0.12,5.35,4.00%,26.88%,1.65,0.33,1.3397999999999999,33
2678,6/6/2020,ID-SU,Sumatera Utara,67,0,7,60,603,46,179,378,Province,,Sumatera Utara,Indonesia,Asia,Sumatera,UTC+07:00,,25,8.0,450,693.0,5417.0,72981,14874889,203.82,99.05196442,2.191894453,4.5,40.54,0.0,3.09,7.63%,29.68%,1.4,0.0,0.4054,34
2679,6/7/2020,ID-AC,Aceh,0,0,0,0,20,1,21,-2,Province,,Aceh,Indonesia,Asia,Sumatera,UTC+07:00,Daerah Khusus,18,5.0,289,,6497.0,57956,5247257,90.54,96.91052174,4.225614628,0.0,3.81,0.0,0.19,5.00%,105.00%,1.0,1.0,0.0381,1
2680,6/7/2020,ID-BA,Bali,25,0,2,23,582,5,373,204,Province,,Bali,Indonesia,Asia,Nusa Tenggara,UTC+08:00,,8,1.0,57,80.0,636.0,5780,4216171,729.43,115.1317136,-8.369471687999999,5.93,138.04,0.0,1.19,0.86%,64.09%,0.76,1.0,1.3803999999999998,2
2681,6/7/2020,ID-BT,Banten,10,0,5,5,1034,71,371,592,Province,,Banten,Indonesia,Asia,Jawa,UTC+07:00,,4,4.0,155,313.0,1238.0,9663,10722374,1109.64,106.10900430000001,-6.4567363879999995,0.93,96.43,0.0,6.62,6.87%,35.88%,0.28,0.0,0.9643,3
2682,6/7/2020,ID-BE,Bengkulu,0,0,3,-3,92,4,40,48,Province,,Bengkulu,Indonesia,Asia,Sumatera,UTC+07:00,,9,1.0,129,172.0,1341.0,19919,1999539,100.38,102.3384213,-3.533583627,0.0,46.01,0.0,2.0,4.35%,43.48%,1.0,1.0,0.46009999999999995,4
2683,6/7/2020,ID-JK,Dki Jakarta,164,4,287,-127,7842,507,3064,4271,Province,,Dki Jakarta,Indonesia,Asia,Jawa,UTC+07:00,Daerah Khusus Ibu Kota,1,5.0,44,267.0,,664,10846145,16334.31,106.8361183,-6.204698991,15.12,723.02,0.37,46.74,6.47%,39.07%,1.45,,7.2302,6
2684,6/7/2020,ID-YO,Daerah Istimewa Yogyakarta,2,0,2,0,244,8,187,49,Province,,Daerah Istimewa Yogyakarta,Indonesia,Asia,Jawa,UTC+07:00,Daerah Istimewa,4,1.0,78,46.0,392.0,3133,3631015,1158.9,110.4448783,-7.89450185,0.55,67.2,0.0,2.2,3.28%,76.64%,0.5,1.0,0.672,5
2685,6/7/2020,ID-GO,Gorontalo,8,0,4,4,134,6,61,67,Province,,Gorontalo,Indonesia,Asia,Sulawesi,UTC+08:00,,5,1.0,77,72.0,657.0,11257,1180651,104.88,122.3760581,0.687002604,6.78,113.5,0.0,5.08,4.48%,45.52%,1.6,1.0,1.135,7
2686,6/7/2020,IDN,Indonesia,672,50,591,31,31186,1851,10498,18837,Country,,,Indonesia,Asia,,,,416,98.0,7230,8488.0,74953.0,1916907,265185520,138.34,113.921327,-0.789275,2.53,117.6,0.19,6.98,5.94%,33.66%,0.68,1.61,1.176,0
2687,6/7/2020,ID-JA,Jambi,0,0,0,0,103,0,28,75,Province,,Jambi,Indonesia,Asia,Sumatera,UTC+07:00,,9,2.0,141,163.0,1399.0,50058,3493357,69.79,102.72364040000001,-1.69769766,0.0,29.48,0.0,0.0,0.00%,27.18%,0.0,1.0,0.2948,8
2688,6/7/2020,ID-JB,Jawa Barat,34,0,106,-72,2480,167,969,1344,Province,,Jawa Barat,Indonesia,Asia,Jawa,UTC+07:00,,18,9.0,627,645.0,5312.0,35378,45161325,1276.55,107.6037083,-6.920432083,0.75,54.91,0.0,3.7,6.73%,39.07%,2.62,1.0,0.5490999999999999,9
2689,6/7/2020,ID-JT,Jawa Tengah,51,22,10,19,1614,99,439,1076,Province,,Jawa Tengah,Indonesia,Asia,Jawa,UTC+07:00,,29,6.0,576,753.0,7809.0,32801,36364072,1108.64,110.2011149,-7.259097177,1.4,44.38,0.6,2.72,6.13%,27.20%,1.89,,0.44380000000000003,10
2690,6/7/2020,ID-JI,Jawa Timur,103,20,46,37,5869,482,1413,3974,Province,,Jawa Timur,Indonesia,Asia,Jawa,UTC+07:00,,29,9.0,666,777.0,7724.0,47803,40479023,846.78,112.73294140000002,-7.723345579,2.54,144.99,0.49,11.91,8.21%,24.08%,0.39,1.18,1.4499000000000002,11
2691,6/7/2020,ID-KB,Kalimantan Barat,0,0,0,0,210,4,114,92,Province,,Kalimantan Barat,Indonesia,Asia,Kalimantan,UTC+07:00,,12,2.0,174,99.0,2031.0,147307,5422814,36.81,111.12117759999998,-0.08647457199999999,0.0,38.73,0.0,0.74,1.90%,54.29%,0.0,1.0,0.3873,12
2692,6/7/2020,ID-KS,Kalimantan Selatan,38,3,0,35,1282,100,109,1073,Province,,Kalimantan Selatan,Indonesia,Asia,Kalimantan,UTC+08:00,,11,2.0,153,144.0,1864.0,38744,4023049,103.84,115.4385783,-2.9935949789999996,9.45,318.66,0.75,24.86,7.80%,8.50%,1.15,1.5,3.1866000000000003,13
2693,6/7/2020,ID-KT,Kalimantan Tengah,1,0,10,-9,496,26,199,271,Province,,Kalimantan Tengah,Indonesia,Asia,Kalimantan,UTC+07:00,,13,1.0,136,139.0,1432.0,153565,2570289,16.74,113.41765359999998,-1.602484653,0.39,192.97,0.0,10.12,5.24%,40.12%,0.07,1.0,1.9297,14
2694,6/7/2020,ID-KI,Kalimantan Timur,2,0,4,-2,329,4,211,114,Province,,Kalimantan Timur,Indonesia,Asia,Kalimantan,UTC+08:00,,7,3.0,103,197.0,841.0,129067,3552191,27.52,116.4684405,0.45385803,0.56,92.62,0.0,1.13,1.22%,64.13%,0.2,1.0,0.9262,15
2695,6/7/2020,ID-KU,Kalimantan Utara,1,0,11,-10,169,2,119,48,Province,,Kalimantan Utara,Indonesia,Asia,Kalimantan,UTC+08:00,,4,1.0,53,35.0,447.0,75468,648407,8.59,116.2188791,2.8910126210000002,1.54,260.64,0.0,3.08,1.18%,70.41%,1.0,1.0,2.6064,16
2696,6/7/2020,ID-BB,Kepulauan Bangka Belitung,4,0,1,3,102,1,38,63,Province,,Kepulauan Bangka Belitung,Indonesia,Asia,Sumatera,UTC+07:00,,6,1.0,47,82.0,309.0,16424,1379767,84.01,106.5499324,-2.447444127,2.9,73.93,0.0,0.72,0.98%,37.25%,0.25,1.0,0.7393000000000001,17
2697,6/7/2020,ID-KR,Kepulauan Riau,1,0,0,1,226,17,223,-14,Province,,Kepulauan Riau,Indonesia,Asia,Sumatera,UTC+07:00,,5,2.0,75,142.0,275.0,8202,1929400,235.24,108.261746,3.916346,0.52,117.13,0.0,8.81,7.52%,98.67%,0.25,1.0,1.1713,18
2698,6/7/2020,ID-LA,Lampung,1,0,1,0,144,11,102,31,Province,,Lampung,Indonesia,Asia,Sumatera,UTC+07:00,,13,2.0,228,205.0,2435.0,34624,9095591,262.7,105.02143659999999,-4.916792975,0.11,15.83,0.0,1.21,7.64%,70.83%,0.5,1.0,0.1583,19
2699,6/7/2020,ID-MA,Maluku,8,0,0,8,269,8,69,192,Province,,Maluku,Indonesia,Asia,Maluku,UTC+09:00,,9,2.0,118,35.0,1198.0,46914,1847097,39.37,129.57679199999998,-3.192572,4.33,145.63,0.0,4.33,2.97%,25.65%,1.14,1.0,1.4563,20
2700,6/7/2020,ID-MU,Maluku Utara,1,0,0,1,186,17,33,136,Province,,Maluku Utara,Indonesia,Asia,Maluku,UTC+09:00,,8,2.0,116,118.0,1063.0,31983,1307803,40.89,127.53910719999999,0.21203694899999997,0.76,142.22,0.0,13.0,9.14%,17.74%,0.14,1.0,1.4222,21
2701,6/7/2020,ID-NB,Nusa Tenggara Barat,10,0,14,-4,808,21,326,461,Province,,Nusa Tenggara Barat,Indonesia,Asia,Nusa Tenggara,UTC+08:00,,8,2.0,117,145.0,995.0,18572,5270247,283.77,117.5086257,-8.606998866,1.9,153.31,0.0,3.98,2.60%,40.35%,0.24,0.0,1.5331000000000001,22
2702,6/7/2020,ID-NT,Nusa Tenggara Timur,0,0,0,0,98,1,14,83,Province,,Nusa Tenggara Timur,Indonesia,Asia,Nusa Tenggara,UTC+08:00,,21,1.0,309,327.0,3026.0,48718,5411321,111.07,121.592271,-8.682205,0.0,18.11,0.0,0.18,1.02%,14.29%,1.0,1.0,0.18109999999999998,23
2703,6/7/2020,ID-PA,Papua,54,0,0,54,1056,7,79,970,Province,,Papua,Indonesia,Asia,Papua,UTC+09:00,Daerah Khusus,28,1.0,560,110.0,5411.0,319036,4340348,13.6,138.69603,-4.66620953,12.44,243.3,0.0,1.61,0.66%,7.48%,0.63,1.0,2.4330000000000003,24
2704,6/7/2020,ID-PB,Papua Barat,1,0,0,1,179,2,75,102,Province,,Papua Barat,Indonesia,Asia,Papua,UTC+09:00,Daerah Khusus,12,1.0,218,95.0,1742.0,102955,1140701,11.08,132.9762624,-2.045160182,0.88,156.92,0.0,1.75,1.12%,41.90%,0.33,1.0,1.5692,25
2705,6/7/2020,ID-RI,Riau,0,0,0,0,120,7,105,8,Province,,Riau,Indonesia,Asia,Sumatera,UTC+07:00,,10,2.0,169,268.0,1591.0,87024,6074100,69.8,101.8051092,0.511647851,0.0,19.76,0.0,1.15,5.83%,87.50%,0.0,1.0,0.19760000000000003,26
2706,6/7/2020,ID-SR,Sulawesi Barat,2,0,3,-1,94,2,61,31,Province,,Sulawesi Barat,Indonesia,Asia,Sulawesi,UTC+08:00,,6,,69,73.0,575.0,16787,1559984,92.93,119.34501940000001,-2.461746053,1.28,60.26,0.0,1.28,2.13%,64.89%,,1.0,0.6026,27
2707,6/7/2020,ID-SN,Sulawesi Selatan,64,0,0,64,1895,91,674,1130,Province,,Sulawesi Selatan,Indonesia,Asia,Sulawesi,UTC+08:00,,21,3.0,311,792.0,2255.0,46717,9426885,201.78,120.16205590000001,-3.731080714,6.79,201.02,0.0,9.65,4.80%,35.57%,0.98,1.0,2.0102,28
2708,6/7/2020,ID-ST,Sulawesi Tengah,20,0,7,13,159,4,94,61,Province,,Sulawesi Tengah,Indonesia,Asia,Sulawesi,UTC+08:00,,12,1.0,175,175.0,1842.0,61841,2955567,47.79,121.20109270000002,-1.00413668,6.77,53.8,0.0,1.35,2.52%,59.12%,6.67,1.0,0.5379999999999999,29
2709,6/7/2020,ID-SG,Sulawesi Tenggara,2,0,10,-8,259,5,154,100,Province,,Sulawesi Tenggara,Indonesia,Asia,Sulawesi,UTC+08:00,,15,2.0,219,377.0,1911.0,38068,2635461,69.23,122.070311,-4.124688793,0.76,98.28,0.0,1.9,1.93%,59.46%,,1.0,0.9828,30
2710,6/7/2020,ID-SA,Sulawesi Utara,25,5,2,18,495,51,64,380,Province,,Sulawesi Utara,Indonesia,Asia,Sulawesi,UTC+08:00,,11,4.0,171,332.0,1507.0,13892,2641884,190.17,124.5212396,1.259638212,9.46,187.37,1.89,19.3,10.30%,12.93%,0.32,5.0,1.8737000000000001,31
2711,6/7/2020,ID-SB,Sumatera Barat,8,0,4,4,626,28,348,250,Province,,Sumatera Barat,Indonesia,Asia,Sumatera,UTC+07:00,,12,7.0,179,230.0,928.0,42013,5519245,131.37,100.46506240000001,-0.850253225,1.45,113.42,0.0,5.07,4.47%,55.59%,0.73,1.0,1.1342,32
2712,6/7/2020,ID-SS,Sumatera Selatan,25,0,48,-23,1126,44,344,738,Province,,Sumatera Selatan,Indonesia,Asia,Sumatera,UTC+07:00,,13,4.0,241,387.0,2853.0,91592,8217551,89.72,104.1694647,-3.216211808,3.04,137.02,0.0,5.35,3.91%,30.55%,0.89,0.0,1.3702,33
2713,6/7/2020,ID-SU,Sumatera Utara,0,0,0,0,603,46,179,378,Province,,Sumatera Utara,Indonesia,Asia,Sumatera,UTC+07:00,,25,8.0,450,693.0,5417.0,72981,14874889,203.82,99.05196442,2.191894453,0.0,40.54,0.0,3.09,7.63%,29.68%,0.0,1.0,0.4054,34
2714,6/8/2020,ID-AC,Aceh,0,0,0,0,20,1,21,-2,Province,,Aceh,Indonesia,Asia,Sumatera,UTC+07:00,Daerah Khusus,18,5.0,289,,6497.0,57956,5247257,90.54,96.91052174,4.225614628,0.0,3.81,0.0,0.19,5.00%,105.00%,1.0,1.0,0.0381,1
2715,6/8/2020,ID-BA,Bali,12,0,4,8,594,5,377,212,Province,,Bali,Indonesia,Asia,Nusa Tenggara,UTC+08:00,,8,1.0,57,80.0,636.0,5780,4216171,729.43,115.1317136,-8.369471687999999,2.85,140.89,0.0,1.19,0.84%,63.47%,0.48,1.0,1.4088999999999998,2
2716,6/8/2020,ID-BT,Banten,11,0,2,9,1045,71,373,601,Province,,Banten,Indonesia,Asia,Jawa,UTC+07:00,,4,4.0,155,313.0,1238.0,9663,10722374,1109.64,106.10900430000001,-6.4567363879999995,1.03,97.46,0.0,6.62,6.79%,35.69%,1.1,1.0,0.9745999999999999,3
2717,6/8/2020,ID-BE,Bengkulu,0,0,0,0,92,4,40,48,Province,,Bengkulu,Indonesia,Asia,Sumatera,UTC+07:00,,9,1.0,129,172.0,1341.0,19919,1999539,100.38,102.3384213,-3.533583627,0.0,46.01,0.0,2.0,4.35%,43.48%,1.0,1.0,0.46009999999999995,4
2718,6/8/2020,ID-JK,Dki Jakarta,88,0,75,13,7930,507,3139,4284,Province,,Dki Jakarta,Indonesia,Asia,Jawa,UTC+07:00,Daerah Khusus Ibu Kota,1,5.0,44,267.0,,664,10846145,16334.31,106.8361183,-6.204698991,8.11,731.14,0.0,46.74,6.39%,39.58%,0.54,0.0,7.3114,6
2719,6/8/2020,ID-YO,Daerah Istimewa Yogyakarta,3,0,7,-4,247,8,194,45,Province,,Daerah Istimewa Yogyakarta,Indonesia,Asia,Jawa,UTC+07:00,Daerah Istimewa,4,1.0,78,46.0,392.0,3133,3631015,1158.9,110.4448783,-7.89450185,0.83,68.03,0.0,2.2,3.24%,78.54%,1.5,1.0,0.6803,5
2720,6/8/2020,ID-GO,Gorontalo,0,1,4,-5,134,7,65,62,Province,,Gorontalo,Indonesia,Asia,Sulawesi,UTC+08:00,,5,1.0,77,72.0,657.0,11257,1180651,104.88,122.3760581,0.687002604,0.0,113.5,0.85,5.93,5.22%,48.51%,0.0,,1.135,7
2721,6/8/2020,IDN,Indonesia,847,32,406,409,32033,1883,10904,19246,Country,,,Indonesia,Asia,,,,416,98.0,7230,8488.0,74953.0,1916907,265185520,138.34,113.921327,-0.789275,3.19,120.79,0.12,7.1,5.88%,34.04%,1.26,0.64,1.2079,0
2722,6/8/2020,ID-JA,Jambi,0,0,0,0,103,0,28,75,Province,,Jambi,Indonesia,Asia,Sumatera,UTC+07:00,,9,2.0,141,163.0,1399.0,50058,3493357,69.79,102.72364040000001,-1.69769766,0.0,29.48,0.0,0.0,0.00%,27.18%,1.0,1.0,0.2948,8
2723,6/8/2020,ID-JB,Jawa Barat,24,3,68,-47,2504,170,1037,1297,Province,,Jawa Barat,Indonesia,Asia,Jawa,UTC+07:00,,18,9.0,627,645.0,5312.0,35378,45161325,1276.55,107.6037083,-6.920432083,0.53,55.45,0.07,3.76,6.79%,41.41%,0.71,,0.5545,9
2724,6/8/2020,ID-JT,Jawa Tengah,27,0,33,-6,1641,99,472,1070,Province,,Jawa Tengah,Indonesia,Asia,Jawa,UTC+07:00,,29,6.0,576,753.0,7809.0,32801,36364072,1108.64,110.2011149,-7.259097177,0.74,45.13,0.0,2.72,6.03%,28.76%,0.53,0.0,0.45130000000000003,10
2725,6/8/2020,ID-JI,Jawa Timur,354,19,89,246,6223,501,1502,4220,Province,,Jawa Timur,Indonesia,Asia,Jawa,UTC+07:00,,29,9.0,666,777.0,7724.0,47803,40479023,846.78,112.73294140000002,-7.723345579,8.75,153.73,0.47,12.38,8.05%,24.14%,3.44,0.95,1.5372999999999999,11
2726,6/8/2020,ID-KB,Kalimantan Barat,0,0,3,-3,210,4,117,89,Province,,Kalimantan Barat,Indonesia,Asia,Kalimantan,UTC+07:00,,12,2.0,174,99.0,2031.0,147307,5422814,36.81,111.12117759999998,-0.08647457199999999,0.0,38.73,0.0,0.74,1.90%,55.71%,1.0,1.0,0.3873,12
2727,6/8/2020,ID-KS,Kalimantan Selatan,62,0,9,53,1344,100,118,1126,Province,,Kalimantan Selatan,Indonesia,Asia,Kalimantan,UTC+08:00,,11,2.0,153,144.0,1864.0,38744,4023049,103.84,115.4385783,-2.9935949789999996,15.41,334.07,0.0,24.86,7.44%,8.78%,1.63,0.0,3.3407,13
2728,6/8/2020,ID-KT,Kalimantan Tengah,8,2,2,4,504,28,201,275,Province,,Kalimantan Tengah,Indonesia,Asia,Kalimantan,UTC+07:00,,13,1.0,136,139.0,1432.0,153565,2570289,16.74,113.41765359999998,-1.602484653,3.11,196.09,0.78,10.89,5.56%,39.88%,8.0,,1.9609,14
2729,6/8/2020,ID-KI,Kalimantan Timur,9,0,3,6,338,4,214,120,Province,,Kalimantan Timur,Indonesia,Asia,Kalimantan,UTC+08:00,,7,3.0,103,197.0,841.0,129067,3552191,27.52,116.4684405,0.45385803,2.53,95.15,0.0,1.13,1.18%,63.31%,4.5,1.0,0.9515,15
2730,6/8/2020,ID-KU,Kalimantan Utara,0,0,10,-10,169,2,129,38,Province,,Kalimantan Utara,Indonesia,Asia,Kalimantan,UTC+08:00,,4,1.0,53,35.0,447.0,75468,648407,8.59,116.2188791,2.8910126210000002,0.0,260.64,0.0,3.08,1.18%,76.33%,0.0,1.0,2.6064,16
2731,6/8/2020,ID-BB,Kepulauan Bangka Belitung,0,0,1,-1,102,1,39,62,Province,,Kepulauan Bangka Belitung,Indonesia,Asia,Sumatera,UTC+07:00,,6,1.0,47,82.0,309.0,16424,1379767,84.01,106.5499324,-2.447444127,0.0,73.93,0.0,0.72,0.98%,38.24%,0.0,1.0,0.7393000000000001,17
2732,6/8/2020,ID-KR,Kepulauan Riau,1,0,3,-2,227,17,226,-16,Province,,Kepulauan Riau,Indonesia,Asia,Sumatera,UTC+07:00,,5,2.0,75,142.0,275.0,8202,1929400,235.24,108.261746,3.916346,0.52,117.65,0.0,8.81,7.49%,99.56%,1.0,1.0,1.1765,18
2733,6/8/2020,ID-LA,Lampung,1,0,3,-2,145,11,105,29,Province,,Lampung,Indonesia,Asia,Sumatera,UTC+07:00,,13,2.0,228,205.0,2435.0,34624,9095591,262.7,105.02143659999999,-4.916792975,0.11,15.94,0.0,1.21,7.59%,72.41%,1.0,1.0,0.1594,19
2734,6/8/2020,ID-MA,Maluku,38,0,13,25,307,8,82,217,Province,,Maluku,Indonesia,Asia,Maluku,UTC+09:00,,9,2.0,118,35.0,1198.0,46914,1847097,39.37,129.57679199999998,-3.192572,20.57,166.21,0.0,4.33,2.61%,26.71%,4.75,1.0,1.6621000000000001,20
2735,6/8/2020,ID-MU,Maluku Utara,0,0,0,0,186,17,33,136,Province,,Maluku Utara,Indonesia,Asia,Maluku,UTC+09:00,,8,2.0,116,118.0,1063.0,31983,1307803,40.89,127.53910719999999,0.21203694899999997,0.0,142.22,0.0,13.0,9.14%,17.74%,0.0,1.0,1.4222,21
2736,6/8/2020,ID-NB,Nusa Tenggara Barat,14,1,0,13,822,22,326,474,Province,,Nusa Tenggara Barat,Indonesia,Asia,Nusa Tenggara,UTC+08:00,,8,2.0,117,145.0,995.0,18572,5270247,283.77,117.5086257,-8.606998866,2.66,155.97,0.19,4.17,2.68%,39.66%,1.4,,1.5597,22
2737,6/8/2020,ID-NT,Nusa Tenggara Timur,5,0,16,-11,103,1,30,72,Province,,Nusa Tenggara Timur,Indonesia,Asia,Nusa Tenggara,UTC+08:00,,21,1.0,309,327.0,3026.0,48718,5411321,111.07,121.592271,-8.682205,0.92,19.03,0.0,0.18,0.97%,29.13%,,1.0,0.19030000000000002,23
2738,6/8/2020,ID-PA,Papua,22,0,0,22,1078,7,79,992,Province,,Papua,Indonesia,Asia,Papua,UTC+09:00,Daerah Khusus,28,1.0,560,110.0,5411.0,319036,4340348,13.6,138.69603,-4.66620953,5.07,248.37,0.0,1.61,0.65%,7.33%,0.41,1.0,2.4837000000000002,24
2739,6/8/2020,ID-PB,Papua Barat,0,0,0,0,179,2,75,102,Province,,Papua Barat,Indonesia,Asia,Papua,UTC+09:00,Daerah Khusus,12,1.0,218,95.0,1742.0,102955,1140701,11.08,132.9762624,-2.045160182,0.0,156.92,0.0,1.75,1.12%,41.90%,0.0,1.0,1.5692,25
2740,6/8/2020,ID-RI,Riau,0,0,6,-6,120,7,111,2,Province,,Riau,Indonesia,Asia,Sumatera,UTC+07:00,,10,2.0,169,268.0,1591.0,87024,6074100,69.8,101.8051092,0.511647851,0.0,19.76,0.0,1.15,5.83%,92.50%,1.0,1.0,0.19760000000000003,26
2741,6/8/2020,ID-SR,Sulawesi Barat,0,0,1,-1,94,2,62,30,Province,,Sulawesi Barat,Indonesia,Asia,Sulawesi,UTC+08:00,,6,,69,73.0,575.0,16787,1559984,92.93,119.34501940000001,-2.461746053,0.0,60.26,0.0,1.28,2.13%,65.96%,0.0,1.0,0.6026,27
2742,6/8/2020,ID-SN,Sulawesi Selatan,109,0,0,109,2004,91,674,1239,Province,,Sulawesi Selatan,Indonesia,Asia,Sulawesi,UTC+08:00,,21,3.0,311,792.0,2255.0,46717,9426885,201.78,120.16205590000001,-3.731080714,11.56,212.58,0.0,9.65,4.54%,33.63%,1.7,1.0,2.1258,28
2743,6/8/2020,ID-ST,Sulawesi Tengah,0,0,0,0,159,4,94,61,Province,,Sulawesi Tengah,Indonesia,Asia,Sulawesi,UTC+08:00,,12,1.0,175,175.0,1842.0,61841,2955567,47.79,121.20109270000002,-1.00413668,0.0,53.8,0.0,1.35,2.52%,59.12%,0.0,1.0,0.5379999999999999,29
2744,6/8/2020,ID-SG,Sulawesi Tenggara,0,0,1,-1,259,5,155,99,Province,,Sulawesi Tenggara,Indonesia,Asia,Sulawesi,UTC+08:00,,15,2.0,219,377.0,1911.0,38068,2635461,69.23,122.070311,-4.124688793,0.0,98.28,0.0,1.9,1.93%,59.85%,0.0,1.0,0.9828,30
2745,6/8/2020,ID-SA,Sulawesi Utara,15,3,9,3,510,54,73,383,Province,,Sulawesi Utara,Indonesia,Asia,Sulawesi,UTC+08:00,,11,4.0,171,332.0,1507.0,13892,2641884,190.17,124.5212396,1.259638212,5.68,193.04,1.14,20.44,10.59%,14.31%,0.6,0.6,1.9304,31
2746,6/8/2020,ID-SB,Sumatera Barat,0,0,11,-11,626,28,359,239,Province,,Sumatera Barat,Indonesia,Asia,Sumatera,UTC+07:00,,12,7.0,179,230.0,928.0,42013,5519245,131.37,100.46506240000001,-0.850253225,0.0,113.42,0.0,5.07,4.47%,57.35%,0.0,1.0,1.1342,32
2747,6/8/2020,ID-SS,Sumatera Selatan,27,0,47,-20,1153,44,391,718,Province,,Sumatera Selatan,Indonesia,Asia,Sumatera,UTC+07:00,,13,4.0,241,387.0,2853.0,91592,8217551,89.72,104.1694647,-3.216211808,3.29,140.31,0.0,5.35,3.82%,33.91%,1.08,1.0,1.4031,33
2748,6/8/2020,ID-SU,Sumatera Utara,2,2,10,-10,605,48,189,368,Province,,Sumatera Utara,Indonesia,Asia,Sumatera,UTC+07:00,,25,8.0,450,693.0,5417.0,72981,14874889,203.82,99.05196442,2.191894453,0.13,40.67,0.13,3.23,7.93%,31.24%,,,0.4067,34
2749,6/9/2020,ID-AC,Aceh,0,0,0,0,20,1,21,-2,Province,,Aceh,Indonesia,Asia,Sumatera,UTC+07:00,Daerah Khusus,18,5.0,289,,6497.0,57956,5247257,90.54,96.91052174,4.225614628,0.0,3.81,0.0,0.19,5.00%,105.00%,1.0,1.0,0.0381,1
2750,6/9/2020,ID-BA,Bali,14,0,32,-18,608,5,409,194,Province,,Bali,Indonesia,Asia,Nusa Tenggara,UTC+08:00,,8,1.0,57,80.0,636.0,5780,4216171,729.43,115.1317136,-8.369471687999999,3.32,144.21,0.0,1.19,0.82%,67.27%,1.17,1.0,1.4421000000000002,2
2751,6/9/2020,ID-BT,Banten,16,1,19,-4,1061,72,392,597,Province,,Banten,Indonesia,Asia,Jawa,UTC+07:00,,4,4.0,155,313.0,1238.0,9663,10722374,1109.64,106.10900430000001,-6.4567363879999995,1.49,98.95,0.09,6.71,6.79%,36.95%,1.45,,0.9895,3
2752,6/9/2020,ID-BE,Bengkulu,0,0,6,-6,92,4,46,42,Province,,Bengkulu,Indonesia,Asia,Sumatera,UTC+07:00,,9,1.0,129,172.0,1341.0,19919,1999539,100.38,102.3384213,-3.533583627,0.0,46.01,0.0,2.0,4.35%,50.00%,1.0,1.0,0.46009999999999995,4
